trial,left_theta,right_theta,correct_answer,response,correct,reaction_time
1,-0.5,0.5,right,right,True,1.5676173999672756
2,0.5,-0.5,left,left,True,0.9316733999876305
3,-1,1,right,right,True,0.9000781999784522
4,1,-1,left,left,True,0.6451338999904692
5,-2,2,right,right,True,0.8018130999989808
6,-2.5,2.5,right,right,True,1.2952885000267997
